dataset,image_filename,image_path,mask_path,image_width,image_height,image_size_bytes,mask_size_bytes,has_mask,num_bounding_boxes,bounding_boxes,label,bbox_width,bbox_height
kvasir-sessile,cju18gzrq18zw0878wbf4ftw6.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju18gzrq18zw0878wbf4ftw6.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju18gzrq18zw0878wbf4ftw6.jpg,626,546,63906,10193,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju18ibp219ub08783i6o98g7.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju18ibp219ub08783i6o98g7.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju18ibp219ub08783i6o98g7.jpg,615,528,69342,6306,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju18kevfrojc0835bn90f1in.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju18kevfrojc0835bn90f1in.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju18kevfrojc0835bn90f1in.jpg,621,528,70823,8937,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1amqw6p8pw0993d9gc5crl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1amqw6p8pw0993d9gc5crl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1amqw6p8pw0993d9gc5crl.jpg,622,547,55313,6934,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1b0y2e396p08558ois175d.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1b0y2e396p08558ois175d.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1b0y2e396p08558ois175d.jpg,626,546,53025,8066,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1brhsj3rls0855a1vgdlen.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1brhsj3rls0855a1vgdlen.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1brhsj3rls0855a1vgdlen.jpg,570,530,55822,7492,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1c0qb4tzi308355wtsnp0y.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1c0qb4tzi308355wtsnp0y.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1c0qb4tzi308355wtsnp0y.jpg,622,530,54017,14401,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1c4fcu40hl07992b8gj0c8.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1c4fcu40hl07992b8gj0c8.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1c4fcu40hl07992b8gj0c8.jpg,626,546,72797,8310,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1c8ffau5770835g0g343o8.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1c8ffau5770835g0g343o8.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1c8ffau5770835g0g343o8.jpg,622,529,90781,7669,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1cbokpuiw70988j4lq1fpi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1cbokpuiw70988j4lq1fpi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1cbokpuiw70988j4lq1fpi.jpg,615,529,70846,7980,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1cfhyg48bb0799cl5pr2jh.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1cfhyg48bb0799cl5pr2jh.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1cfhyg48bb0799cl5pr2jh.jpg,626,547,66659,11589,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1cu1u2474n0878tt7v4tdr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1cu1u2474n0878tt7v4tdr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1cu1u2474n0878tt7v4tdr.jpg,621,531,57210,7681,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1cvkfwqrec0993wbp1jlzm.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1cvkfwqrec0993wbp1jlzm.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1cvkfwqrec0993wbp1jlzm.jpg,622,531,43562,7704,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1dia8hvc6v098827mgffnm.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1dia8hvc6v098827mgffnm.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1dia8hvc6v098827mgffnm.jpg,616,528,80048,7192,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1egh885m1l0855ci1lt37c.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1egh885m1l0855ci1lt37c.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1egh885m1l0855ci1lt37c.jpg,566,531,37359,6642,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1f79yhsb5w0993txub59ol.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1f79yhsb5w0993txub59ol.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1f79yhsb5w0993txub59ol.jpg,623,528,92351,5873,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1fjsb4sipq09931lvd8e41.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1fjsb4sipq09931lvd8e41.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1fjsb4sipq09931lvd8e41.jpg,622,530,53160,8111,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1fm3id6gl50801r3fok20c.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1fm3id6gl50801r3fok20c.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1fm3id6gl50801r3fok20c.jpg,622,531,48309,6954,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1fyb1d69et0878muzdak9u.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1fyb1d69et0878muzdak9u.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1fyb1d69et0878muzdak9u.jpg,622,528,91032,9951,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju1hhj6mxfp90835n3wofrap.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju1hhj6mxfp90835n3wofrap.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju1hhj6mxfp90835n3wofrap.jpg,622,530,53115,7638,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2hfqnmhisa0993gpleeldd.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2hfqnmhisa0993gpleeldd.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2hfqnmhisa0993gpleeldd.jpg,621,530,59043,7309,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2hgsptlfam0835o3b59h1o.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2hgsptlfam0835o3b59h1o.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2hgsptlfam0835o3b59h1o.jpg,530,528,63239,6124,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2hjrqcvi2j0801bx1i6gxg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2hjrqcvi2j0801bx1i6gxg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2hjrqcvi2j0801bx1i6gxg.jpg,599,531,63000,6919,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2hugv9vget0799hhk7ksvg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2hugv9vget0799hhk7ksvg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2hugv9vget0799hhk7ksvg.jpg,613,529,77049,6352,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2lyynuymli0855g7fxgbhe.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2lyynuymli0855g7fxgbhe.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2lyynuymli0855g7fxgbhe.jpg,612,519,44356,7820,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2m56cryvqd0801gtn2yp8t.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2m56cryvqd0801gtn2yp8t.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2m56cryvqd0801gtn2yp8t.jpg,616,546,70985,7444,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2nbdpmlmcj0993s1cht0dz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2nbdpmlmcj0993s1cht0dz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2nbdpmlmcj0993s1cht0dz.jpg,584,530,56298,13407,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2ouil2mssu0993hvxsed6d.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2ouil2mssu0993hvxsed6d.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2ouil2mssu0993hvxsed6d.jpg,605,511,73419,7122,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2p4ddkmzxj0993p94o62av.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2p4ddkmzxj0993p94o62av.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2p4ddkmzxj0993p94o62av.jpg,592,529,85265,8662,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2qu37qobl50993aw7ghcfq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2qu37qobl50993aw7ghcfq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2qu37qobl50993aw7ghcfq.jpg,543,528,43640,7136,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2rmd2rsw9g09888hh1efu0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2rmd2rsw9g09888hh1efu0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2rmd2rsw9g09888hh1efu0.jpg,570,531,92273,5275,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2rn0hasxri0835nfy3buay.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2rn0hasxri0835nfy3buay.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2rn0hasxri0835nfy3buay.jpg,622,531,59799,6886,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2rnkt22xep0801as160g9t.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2rnkt22xep0801as160g9t.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2rnkt22xep0801as160g9t.jpg,558,454,39658,7170,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2rxm8rpbaf0993o3qr2oph.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2rxm8rpbaf0993o3qr2oph.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2rxm8rpbaf0993o3qr2oph.jpg,571,531,56484,7040,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2rzpsmtb0f0835jabkbao1.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2rzpsmtb0f0835jabkbao1.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2rzpsmtb0f0835jabkbao1.jpg,528,528,67289,5986,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2s2527pfyr0993l3h1149a.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2s2527pfyr0993l3h1149a.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2s2527pfyr0993l3h1149a.jpg,622,529,74420,6565,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2syxa93yw40799x2iuwabz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2syxa93yw40799x2iuwabz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2syxa93yw40799x2iuwabz.jpg,602,474,65595,6261,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2t2ivz43i10878zeg8r1br.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2t2ivz43i10878zeg8r1br.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2t2ivz43i10878zeg8r1br.jpg,607,528,76079,7310,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2t3ibkuecr0835o7si16zv.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2t3ibkuecr0835o7si16zv.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2t3ibkuecr0835o7si16zv.jpg,613,530,60246,7383,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2t9tdwuk700835kv0ljmtl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2t9tdwuk700835kv0ljmtl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2t9tdwuk700835kv0ljmtl.jpg,605,473,39840,10664,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2ti1du4idn0878giuozonw.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2ti1du4idn0878giuozonw.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2ti1du4idn0878giuozonw.jpg,571,530,45735,9373,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2tpfa5uyx408359datxqqj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2tpfa5uyx408359datxqqj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2tpfa5uyx408359datxqqj.jpg,622,528,75300,10095,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2trtjf4qjd0878a2zle9v9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2trtjf4qjd0878a2zle9v9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2trtjf4qjd0878a2zle9v9.jpg,598,528,57122,6524,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2tvrvm53ws0801a0jfjdxg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2tvrvm53ws0801a0jfjdxg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2tvrvm53ws0801a0jfjdxg.jpg,568,531,58571,10561,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2u73dj53oz0878486k8k4b.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2u73dj53oz0878486k8k4b.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2u73dj53oz0878486k8k4b.jpg,524,529,52371,9103,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2ulk385h170799rlklxob0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2ulk385h170799rlklxob0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2ulk385h170799rlklxob0.jpg,596,528,72037,14160,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2urqpwvxw70835rvndvtsi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2urqpwvxw70835rvndvtsi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2urqpwvxw70835rvndvtsi.jpg,626,474,67533,6903,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2uzabhs6er0993x3aaf87p.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2uzabhs6er0993x3aaf87p.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2uzabhs6er0993x3aaf87p.jpg,612,528,80396,11152,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2wxv0hxs2f09884w48v8fi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2wxv0hxs2f09884w48v8fi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2wxv0hxs2f09884w48v8fi.jpg,622,529,75975,6453,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2xwm1s84l50799i60mq0pu.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2xwm1s84l50799i60mq0pu.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2xwm1s84l50799i60mq0pu.jpg,626,547,66363,8190,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2yi9tz8vky0801yqip0xyl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2yi9tz8vky0801yqip0xyl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2yi9tz8vky0801yqip0xyl.jpg,616,528,78500,12513,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2zdvjn9h7r08553cp4eed5.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2zdvjn9h7r08553cp4eed5.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2zdvjn9h7r08553cp4eed5.jpg,401,415,29402,5198,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2zkpdl9h7t0799ix60teqg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2zkpdl9h7t0799ix60teqg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2zkpdl9h7t0799ix60teqg.jpg,611,528,67571,7790,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2zo0fwzv580988qlijd2xa.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2zo0fwzv580988qlijd2xa.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2zo0fwzv580988qlijd2xa.jpg,616,530,52512,10988,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2zp89k9q1g0855k1x0f1xa.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2zp89k9q1g0855k1x0f1xa.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2zp89k9q1g0855k1x0f1xa.jpg,622,530,44241,6971,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2zpw4q9vzr0801p0lysjdl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2zpw4q9vzr0801p0lysjdl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2zpw4q9vzr0801p0lysjdl.jpg,605,546,61305,7218,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2zr3c3vwb00993jn06bbaz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2zr3c3vwb00993jn06bbaz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2zr3c3vwb00993jn06bbaz.jpg,575,531,51689,7845,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2zrojo9kcd0878ld2epejq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2zrojo9kcd0878ld2epejq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2zrojo9kcd0878ld2epejq.jpg,621,531,55028,8057,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju2zy1e49pqk0878t6ncqn12.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju2zy1e49pqk0878t6ncqn12.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju2zy1e49pqk0878t6ncqn12.jpg,622,529,67638,7426,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju306x7w05nb0835cunv799x.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju306x7w05nb0835cunv799x.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju306x7w05nb0835cunv799x.jpg,626,546,65760,10650,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju30j1rgadut0801vuyrsnt8.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju30j1rgadut0801vuyrsnt8.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju30j1rgadut0801vuyrsnt8.jpg,570,530,74183,6695,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju30mm25a53s0799qa5wiqe8.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju30mm25a53s0799qa5wiqe8.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju30mm25a53s0799qa5wiqe8.jpg,622,529,86016,6874,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju30ov1oah920801mi8thuyg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju30ov1oah920801mi8thuyg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju30ov1oah920801mi8thuyg.jpg,571,530,55778,6648,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju31t8xd17bk0835rnb893jk.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju31t8xd17bk0835rnb893jk.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju31t8xd17bk0835rnb893jk.jpg,622,529,84630,6098,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju31w6goazci0799n014ly1q.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju31w6goazci0799n014ly1q.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju31w6goazci0799n014ly1q.jpg,627,547,55470,10854,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju324q101fhe08350wae9cif.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju324q101fhe08350wae9cif.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju324q101fhe08350wae9cif.jpg,618,530,47381,10010,Yes,N/A,N/A,polyp,N/A,N/A
kvasir-sessile,cju32qr9tbvsj08013pkpjenq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/images/cju32qr9tbvsj08013pkpjenq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-sessile/masks/cju32qr9tbvsj08013pkpjenq.jpg,615,546,61632,9041,Yes,N/A,N/A,polyp,N/A,N/A
